taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,reservedFor
1958,NoCharger,1000000,FlatFee,0.0,Commercial,
1959,NoCharger,1000000,FlatFee,0.0,Commercial,
1960,NoCharger,1000000,FlatFee,0.0,Commercial,
1961,NoCharger,1000000,FlatFee,0.0,Commercial,
1962,NoCharger,1000000,FlatFee,0.0,Commercial,
1963,NoCharger,1000000,FlatFee,0.0,Commercial,
1964,NoCharger,1000000,FlatFee,0.0,Commercial,
1965,NoCharger,1000000,FlatFee,0.0,Commercial,
1966,NoCharger,1000000,FlatFee,0.0,Commercial,
1967,NoCharger,1000000,FlatFee,0.0,Commercial,
1968,NoCharger,1000000,FlatFee,0.0,Commercial,
1969,NoCharger,1000000,FlatFee,0.0,Commercial,
1970,NoCharger,1000000,FlatFee,0.0,Commercial,
1971,NoCharger,1000000,FlatFee,0.0,Commercial,
1972,NoCharger,1000000,FlatFee,0.0,Commercial,
1973,NoCharger,1000000,FlatFee,0.0,Commercial,
1974,NoCharger,1000000,FlatFee,0.0,Commercial,
1975,NoCharger,1000000,FlatFee,0.0,Commercial,
1976,NoCharger,1000000,FlatFee,0.0,Commercial,
1977,NoCharger,1000000,FlatFee,0.0,Commercial,
1978,NoCharger,1000000,FlatFee,0.0,Commercial,
1979,NoCharger,1000000,FlatFee,0.0,Commercial,
1980,NoCharger,1000000,FlatFee,0.0,Commercial,
1981,NoCharger,1000000,FlatFee,0.0,Commercial,
1982,NoCharger,1000000,FlatFee,0.0,Commercial,
1983,NoCharger,1000000,FlatFee,0.0,Commercial,
1984,NoCharger,1000000,FlatFee,0.0,Commercial,
1985,NoCharger,1000000,FlatFee,0.0,Commercial,
1986,NoCharger,1000000,FlatFee,0.0,Commercial,
1987,NoCharger,1000000,FlatFee,0.0,Commercial,
1988,NoCharger,1000000,FlatFee,0.0,Commercial,
1989,NoCharger,1000000,FlatFee,0.0,Commercial,
1990,NoCharger,1000000,FlatFee,0.0,Commercial,
1991,NoCharger,1000000,FlatFee,0.0,Commercial,
1992,NoCharger,1000000,FlatFee,0.0,Commercial,
1993,NoCharger,1000000,FlatFee,0.0,Commercial,
1994,NoCharger,1000000,FlatFee,0.0,Commercial,
1995,NoCharger,1000000,FlatFee,0.0,Commercial,
1996,NoCharger,1000000,FlatFee,0.0,Commercial,
1997,NoCharger,1000000,FlatFee,0.0,Commercial,
1998,NoCharger,1000000,FlatFee,0.0,Commercial,
1999,NoCharger,1000000,FlatFee,0.0,Commercial,
2000,NoCharger,1000000,FlatFee,0.0,Commercial,
2001,NoCharger,1000000,FlatFee,0.0,Commercial,
2002,NoCharger,1000000,FlatFee,0.0,Commercial,
2003,NoCharger,1000000,FlatFee,0.0,Commercial,
2004,NoCharger,1000000,FlatFee,0.0,Commercial,
2005,NoCharger,1000000,FlatFee,0.0,Commercial,
2006,NoCharger,1000000,FlatFee,0.0,Commercial,
2007,NoCharger,1000000,FlatFee,0.0,Commercial,
2008,NoCharger,1000000,FlatFee,0.0,Commercial,
2009,NoCharger,1000000,FlatFee,0.0,Commercial,
2010,NoCharger,1000000,FlatFee,0.0,Commercial,
2011,NoCharger,1000000,FlatFee,0.0,Commercial,
2012,NoCharger,1000000,FlatFee,0.0,Commercial,
2013,NoCharger,1000000,FlatFee,0.0,Commercial,
2014,NoCharger,1000000,FlatFee,0.0,Commercial,
2015,NoCharger,1000000,FlatFee,0.0,Commercial,
2016,NoCharger,1000000,FlatFee,0.0,Commercial,
2017,NoCharger,1000000,FlatFee,0.0,Commercial,
2018,NoCharger,1000000,FlatFee,0.0,Commercial,
2019,NoCharger,1000000,FlatFee,0.0,Commercial,
2020,NoCharger,1000000,FlatFee,0.0,Commercial,
2021,NoCharger,1000000,FlatFee,0.0,Commercial,
2022,NoCharger,1000000,FlatFee,0.0,Commercial,
2023,NoCharger,1000000,FlatFee,0.0,Commercial,
2024,NoCharger,1000000,FlatFee,0.0,Commercial,
2025,NoCharger,1000000,FlatFee,0.0,Commercial,
2026,NoCharger,1000000,FlatFee,0.0,Commercial,
2027,NoCharger,1000000,FlatFee,0.0,Commercial,
2028,NoCharger,1000000,FlatFee,0.0,Commercial,
2029,NoCharger,1000000,FlatFee,0.0,Commercial,
2030,NoCharger,1000000,FlatFee,0.0,Commercial,
2031,NoCharger,1000000,FlatFee,0.0,Commercial,
2032,NoCharger,1000000,FlatFee,0.0,Commercial,
2033,NoCharger,1000000,FlatFee,0.0,Commercial,
2034,NoCharger,1000000,FlatFee,0.0,Commercial,
2035,NoCharger,1000000,FlatFee,0.0,Commercial,
2036,NoCharger,1000000,FlatFee,0.0,Commercial,
2037,NoCharger,1000000,FlatFee,0.0,Commercial,
2038,NoCharger,1000000,FlatFee,0.0,Commercial,
2039,NoCharger,1000000,FlatFee,0.0,Commercial,
2040,NoCharger,1000000,FlatFee,0.0,Commercial,
2041,NoCharger,1000000,FlatFee,0.0,Commercial,
2042,NoCharger,1000000,FlatFee,0.0,Commercial,
2043,NoCharger,1000000,FlatFee,0.0,Commercial,
2044,NoCharger,1000000,FlatFee,0.0,Commercial,
2045,NoCharger,1000000,FlatFee,0.0,Commercial,
2046,NoCharger,1000000,FlatFee,0.0,Commercial,
2047,NoCharger,1000000,FlatFee,0.0,Commercial,
2048,NoCharger,1000000,FlatFee,0.0,Commercial,
2049,NoCharger,1000000,FlatFee,0.0,Commercial,
2050,NoCharger,1000000,FlatFee,0.0,Commercial,
2051,NoCharger,1000000,FlatFee,0.0,Commercial,
2052,NoCharger,1000000,FlatFee,0.0,Commercial,
2053,NoCharger,1000000,FlatFee,0.0,Commercial,
2054,NoCharger,1000000,FlatFee,0.0,Commercial,
2055,NoCharger,1000000,FlatFee,0.0,Commercial,
2056,NoCharger,1000000,FlatFee,0.0,Commercial,
2057,NoCharger,1000000,FlatFee,0.0,Commercial,
2058,NoCharger,1000000,FlatFee,0.0,Commercial,
2059,NoCharger,1000000,FlatFee,0.0,Commercial,
2060,NoCharger,1000000,FlatFee,0.0,Commercial,
2061,NoCharger,1000000,FlatFee,0.0,Commercial,
2062,NoCharger,1000000,FlatFee,0.0,Commercial,
2063,NoCharger,1000000,FlatFee,0.0,Commercial,
2064,NoCharger,1000000,FlatFee,0.0,Commercial,
2065,NoCharger,1000000,FlatFee,0.0,Commercial,
2066,NoCharger,1000000,FlatFee,0.0,Commercial,
2067,NoCharger,1000000,FlatFee,0.0,Commercial,
2068,NoCharger,1000000,FlatFee,0.0,Commercial,
2069,NoCharger,1000000,FlatFee,0.0,Commercial,
2070,NoCharger,1000000,FlatFee,0.0,Commercial,
2071,NoCharger,1000000,FlatFee,0.0,Commercial,
2072,NoCharger,1000000,FlatFee,0.0,Commercial,
2073,NoCharger,1000000,FlatFee,0.0,Commercial,
2074,NoCharger,1000000,FlatFee,0.0,Commercial,
2075,NoCharger,1000000,FlatFee,0.0,Commercial,
2076,NoCharger,1000000,FlatFee,0.0,Commercial,
2077,NoCharger,1000000,FlatFee,0.0,Commercial,
2078,NoCharger,1000000,FlatFee,0.0,Commercial,
2079,NoCharger,1000000,FlatFee,0.0,Commercial,
2080,NoCharger,1000000,FlatFee,0.0,Commercial,
2081,NoCharger,1000000,FlatFee,0.0,Commercial,
2082,NoCharger,1000000,FlatFee,0.0,Commercial,
2083,NoCharger,1000000,FlatFee,0.0,Commercial,
2084,NoCharger,1000000,FlatFee,0.0,Commercial,
2085,NoCharger,1000000,FlatFee,0.0,Commercial,
2086,NoCharger,1000000,FlatFee,0.0,Commercial,
2087,NoCharger,1000000,FlatFee,0.0,Commercial,
2088,NoCharger,1000000,FlatFee,0.0,Commercial,
2089,NoCharger,1000000,FlatFee,0.0,Commercial,
2090,NoCharger,1000000,FlatFee,0.0,Commercial,
2091,NoCharger,1000000,FlatFee,0.0,Commercial,
2092,NoCharger,1000000,FlatFee,0.0,Commercial,
2093,NoCharger,1000000,FlatFee,0.0,Commercial,
2094,NoCharger,1000000,FlatFee,0.0,Commercial,
2095,NoCharger,1000000,FlatFee,0.0,Commercial,
2096,NoCharger,1000000,FlatFee,0.0,Commercial,
2097,NoCharger,1000000,FlatFee,0.0,Commercial,
2098,NoCharger,1000000,FlatFee,0.0,Commercial,
2099,NoCharger,1000000,FlatFee,0.0,Commercial,
2100,NoCharger,1000000,FlatFee,0.0,Commercial,
2101,NoCharger,1000000,FlatFee,0.0,Commercial,
2102,NoCharger,1000000,FlatFee,0.0,Commercial,
2103,NoCharger,1000000,FlatFee,0.0,Commercial,
2104,NoCharger,1000000,FlatFee,0.0,Commercial,
2105,NoCharger,1000000,FlatFee,0.0,Commercial,
2106,NoCharger,1000000,FlatFee,0.0,Commercial,
2107,NoCharger,1000000,FlatFee,0.0,Commercial,
2108,NoCharger,1000000,FlatFee,0.0,Commercial,
2109,NoCharger,1000000,FlatFee,0.0,Commercial,
2110,NoCharger,1000000,FlatFee,0.0,Commercial,
2111,NoCharger,1000000,FlatFee,0.0,Commercial,
2112,NoCharger,1000000,FlatFee,0.0,Commercial,
2113,NoCharger,1000000,FlatFee,0.0,Commercial,
2114,NoCharger,1000000,FlatFee,0.0,Commercial,
2115,NoCharger,1000000,FlatFee,0.0,Commercial,
2116,NoCharger,1000000,FlatFee,0.0,Commercial,
2117,NoCharger,1000000,FlatFee,0.0,Commercial,
2118,NoCharger,1000000,FlatFee,0.0,Commercial,
2119,NoCharger,1000000,FlatFee,0.0,Commercial,
2120,NoCharger,1000000,FlatFee,0.0,Commercial,
2121,NoCharger,1000000,FlatFee,0.0,Commercial,
2122,NoCharger,1000000,FlatFee,0.0,Commercial,
2123,NoCharger,1000000,FlatFee,0.0,Commercial,
2124,NoCharger,1000000,FlatFee,0.0,Commercial,
2125,NoCharger,1000000,FlatFee,0.0,Commercial,
2126,NoCharger,1000000,FlatFee,0.0,Commercial,
2127,NoCharger,1000000,FlatFee,0.0,Commercial,
2128,NoCharger,1000000,FlatFee,0.0,Commercial,
2129,NoCharger,1000000,FlatFee,0.0,Commercial,
2130,NoCharger,1000000,FlatFee,0.0,Commercial,
2131,NoCharger,1000000,FlatFee,0.0,Commercial,
2132,NoCharger,1000000,FlatFee,0.0,Commercial,
2133,NoCharger,1000000,FlatFee,0.0,Commercial,
2134,NoCharger,1000000,FlatFee,0.0,Commercial,
2135,NoCharger,1000000,FlatFee,0.0,Commercial,
2136,NoCharger,1000000,FlatFee,0.0,Commercial,
2137,NoCharger,1000000,FlatFee,0.0,Commercial,
2138,NoCharger,1000000,FlatFee,0.0,Commercial,
2139,NoCharger,1000000,FlatFee,0.0,Commercial,
2140,NoCharger,1000000,FlatFee,0.0,Commercial,
2141,NoCharger,1000000,FlatFee,0.0,Commercial,
2142,NoCharger,1000000,FlatFee,0.0,Commercial,
2143,NoCharger,1000000,FlatFee,0.0,Commercial,
2144,NoCharger,1000000,FlatFee,0.0,Commercial,
2145,NoCharger,1000000,FlatFee,0.0,Commercial,
2146,NoCharger,1000000,FlatFee,0.0,Commercial,
2147,NoCharger,1000000,FlatFee,0.0,Commercial,
2148,NoCharger,1000000,FlatFee,0.0,Commercial,
2149,NoCharger,1000000,FlatFee,0.0,Commercial,
2150,NoCharger,1000000,FlatFee,0.0,Commercial,
2151,NoCharger,1000000,FlatFee,0.0,Commercial,
2152,NoCharger,1000000,FlatFee,0.0,Commercial,
2153,NoCharger,1000000,FlatFee,0.0,Commercial,
2154,NoCharger,1000000,FlatFee,0.0,Commercial,
2155,NoCharger,1000000,FlatFee,0.0,Commercial,
2156,NoCharger,1000000,FlatFee,0.0,Commercial,
2157,NoCharger,1000000,FlatFee,0.0,Commercial,
2158,NoCharger,1000000,FlatFee,0.0,Commercial,
2159,NoCharger,1000000,FlatFee,0.0,Commercial,
2160,NoCharger,1000000,FlatFee,0.0,Commercial,
2161,NoCharger,1000000,FlatFee,0.0,Commercial,
2162,NoCharger,1000000,FlatFee,0.0,Commercial,
2163,NoCharger,1000000,FlatFee,0.0,Commercial,
2164,NoCharger,1000000,FlatFee,0.0,Commercial,
2165,NoCharger,1000000,FlatFee,0.0,Commercial,
2166,NoCharger,1000000,FlatFee,0.0,Commercial,
2167,NoCharger,1000000,FlatFee,0.0,Commercial,
2168,NoCharger,1000000,FlatFee,0.0,Commercial,
2169,NoCharger,1000000,FlatFee,0.0,Commercial,
2170,NoCharger,1000000,FlatFee,0.0,Commercial,
2171,NoCharger,1000000,FlatFee,0.0,Commercial,
2172,NoCharger,1000000,FlatFee,0.0,Commercial,
2173,NoCharger,1000000,FlatFee,0.0,Commercial,
2174,NoCharger,1000000,FlatFee,0.0,Commercial,
2175,NoCharger,1000000,FlatFee,0.0,Commercial,
2176,NoCharger,1000000,FlatFee,0.0,Commercial,
2177,NoCharger,1000000,FlatFee,0.0,Commercial,
2178,NoCharger,1000000,FlatFee,0.0,Commercial,
2179,NoCharger,1000000,FlatFee,0.0,Commercial,
2180,NoCharger,1000000,FlatFee,0.0,Commercial,
2181,NoCharger,1000000,FlatFee,0.0,Commercial,
2182,NoCharger,1000000,FlatFee,0.0,Commercial,
2183,NoCharger,1000000,FlatFee,0.0,Commercial,
2184,NoCharger,1000000,FlatFee,0.0,Commercial,
2185,NoCharger,1000000,FlatFee,0.0,Commercial,
2186,NoCharger,1000000,FlatFee,0.0,Commercial,
2187,NoCharger,1000000,FlatFee,0.0,Commercial,
2188,NoCharger,1000000,FlatFee,0.0,Commercial,
2189,NoCharger,1000000,FlatFee,0.0,Commercial,
2190,NoCharger,1000000,FlatFee,0.0,Commercial,
2191,NoCharger,1000000,FlatFee,0.0,Commercial,
2192,NoCharger,1000000,FlatFee,0.0,Commercial,
2193,NoCharger,1000000,FlatFee,0.0,Commercial,
2194,NoCharger,1000000,FlatFee,0.0,Commercial,
2195,NoCharger,1000000,FlatFee,0.0,Commercial,
2196,NoCharger,1000000,FlatFee,0.0,Commercial,
2197,NoCharger,1000000,FlatFee,0.0,Commercial,
2198,NoCharger,1000000,FlatFee,0.0,Commercial,
2199,NoCharger,1000000,FlatFee,0.0,Commercial,
2200,NoCharger,1000000,FlatFee,0.0,Commercial,
2201,NoCharger,1000000,FlatFee,0.0,Commercial,
2202,NoCharger,1000000,FlatFee,0.0,Commercial,
2203,NoCharger,1000000,FlatFee,0.0,Commercial,
2204,NoCharger,1000000,FlatFee,0.0,Commercial,
2205,NoCharger,1000000,FlatFee,0.0,Commercial,
2206,NoCharger,1000000,FlatFee,0.0,Commercial,
2207,NoCharger,1000000,FlatFee,0.0,Commercial,
2208,NoCharger,1000000,FlatFee,0.0,Commercial,
2209,NoCharger,1000000,FlatFee,0.0,Commercial,
2210,NoCharger,1000000,FlatFee,0.0,Commercial,
2211,NoCharger,1000000,FlatFee,0.0,Commercial,
2212,NoCharger,1000000,FlatFee,0.0,Commercial,
2213,NoCharger,1000000,FlatFee,0.0,Commercial,
2214,NoCharger,1000000,FlatFee,0.0,Commercial,
2215,NoCharger,1000000,FlatFee,0.0,Commercial,
2216,NoCharger,1000000,FlatFee,0.0,Commercial,
2217,NoCharger,1000000,FlatFee,0.0,Commercial,
2218,NoCharger,1000000,FlatFee,0.0,Commercial,
2219,NoCharger,1000000,FlatFee,0.0,Commercial,
2220,NoCharger,1000000,FlatFee,0.0,Commercial,
2221,NoCharger,1000000,FlatFee,0.0,Commercial,
2222,NoCharger,1000000,FlatFee,0.0,Commercial,
2223,NoCharger,1000000,FlatFee,0.0,Commercial,
2224,NoCharger,1000000,FlatFee,0.0,Commercial,
2225,NoCharger,1000000,FlatFee,0.0,Commercial,
2226,NoCharger,1000000,FlatFee,0.0,Commercial,
2227,NoCharger,1000000,FlatFee,0.0,Commercial,
2228,NoCharger,1000000,FlatFee,0.0,Commercial,
2229,NoCharger,1000000,FlatFee,0.0,Commercial,
2230,NoCharger,1000000,FlatFee,0.0,Commercial,
2231,NoCharger,1000000,FlatFee,0.0,Commercial,
2232,NoCharger,1000000,FlatFee,0.0,Commercial,
2233,NoCharger,1000000,FlatFee,0.0,Commercial,
2234,NoCharger,1000000,FlatFee,0.0,Commercial,
2235,NoCharger,1000000,FlatFee,0.0,Commercial,
2236,NoCharger,1000000,FlatFee,0.0,Commercial,
2237,NoCharger,1000000,FlatFee,0.0,Commercial,
2238,NoCharger,1000000,FlatFee,0.0,Commercial,
2239,NoCharger,1000000,FlatFee,0.0,Commercial,
2240,NoCharger,1000000,FlatFee,0.0,Commercial,
2241,NoCharger,1000000,FlatFee,0.0,Commercial,
2242,NoCharger,1000000,FlatFee,0.0,Commercial,
2243,NoCharger,1000000,FlatFee,0.0,Commercial,
2244,NoCharger,1000000,FlatFee,0.0,Commercial,
2245,NoCharger,1000000,FlatFee,0.0,Commercial,
2246,NoCharger,1000000,FlatFee,0.0,Commercial,
2247,NoCharger,1000000,FlatFee,0.0,Commercial,
2248,NoCharger,1000000,FlatFee,0.0,Commercial,
2249,NoCharger,1000000,FlatFee,0.0,Commercial,
2250,NoCharger,1000000,FlatFee,0.0,Commercial,
2251,NoCharger,1000000,FlatFee,0.0,Commercial,
2252,NoCharger,1000000,FlatFee,0.0,Commercial,
2253,NoCharger,1000000,FlatFee,0.0,Commercial,
2254,NoCharger,1000000,FlatFee,0.0,Commercial,
2255,NoCharger,1000000,FlatFee,0.0,Commercial,
2256,NoCharger,1000000,FlatFee,0.0,Commercial,
2257,NoCharger,1000000,FlatFee,0.0,Commercial,
2258,NoCharger,1000000,FlatFee,0.0,Commercial,
2259,NoCharger,1000000,FlatFee,0.0,Commercial,
2260,NoCharger,1000000,FlatFee,0.0,Commercial,
2261,NoCharger,1000000,FlatFee,0.0,Commercial,
2262,NoCharger,1000000,FlatFee,0.0,Commercial,
2263,NoCharger,1000000,FlatFee,0.0,Commercial,
2264,NoCharger,1000000,FlatFee,0.0,Commercial,
2265,NoCharger,1000000,FlatFee,0.0,Commercial,
2266,NoCharger,1000000,FlatFee,0.0,Commercial,
2267,NoCharger,1000000,FlatFee,0.0,Commercial,
2268,NoCharger,1000000,FlatFee,0.0,Commercial,
2269,NoCharger,1000000,FlatFee,0.0,Commercial,
2270,NoCharger,1000000,FlatFee,0.0,Commercial,
2271,NoCharger,1000000,FlatFee,0.0,Commercial,
2272,NoCharger,1000000,FlatFee,0.0,Commercial,
2273,NoCharger,1000000,FlatFee,0.0,Commercial,
2274,NoCharger,1000000,FlatFee,0.0,Commercial,
2275,NoCharger,1000000,FlatFee,0.0,Commercial,
2276,NoCharger,1000000,FlatFee,0.0,Commercial,
2277,NoCharger,1000000,FlatFee,0.0,Commercial,
2278,NoCharger,1000000,FlatFee,0.0,Commercial,
2279,NoCharger,1000000,FlatFee,0.0,Commercial,
2280,NoCharger,1000000,FlatFee,0.0,Commercial,
2281,NoCharger,1000000,FlatFee,0.0,Commercial,
2282,NoCharger,1000000,FlatFee,0.0,Commercial,
2283,NoCharger,1000000,FlatFee,0.0,Commercial,
2284,NoCharger,1000000,FlatFee,0.0,Commercial,
2285,NoCharger,1000000,FlatFee,0.0,Commercial,
2286,NoCharger,1000000,FlatFee,0.0,Commercial,
2287,NoCharger,1000000,FlatFee,0.0,Commercial,
2288,NoCharger,1000000,FlatFee,0.0,Commercial,
2289,NoCharger,1000000,FlatFee,0.0,Commercial,
2290,NoCharger,1000000,FlatFee,0.0,Commercial,
2291,NoCharger,1000000,FlatFee,0.0,Commercial,
2292,NoCharger,1000000,FlatFee,0.0,Commercial,
2293,NoCharger,1000000,FlatFee,0.0,Commercial,
2294,NoCharger,1000000,FlatFee,0.0,Commercial,
2295,NoCharger,1000000,FlatFee,0.0,Commercial,
2296,NoCharger,1000000,FlatFee,0.0,Commercial,
2297,NoCharger,1000000,FlatFee,0.0,Commercial,
2298,NoCharger,1000000,FlatFee,0.0,Commercial,
2299,NoCharger,1000000,FlatFee,0.0,Commercial,
2300,NoCharger,1000000,FlatFee,0.0,Commercial,
2301,NoCharger,1000000,FlatFee,0.0,Commercial,
2302,NoCharger,1000000,FlatFee,0.0,Commercial,
2303,NoCharger,1000000,FlatFee,0.0,Commercial,
2304,NoCharger,1000000,FlatFee,0.0,Commercial,
2305,NoCharger,1000000,FlatFee,0.0,Commercial,
2306,NoCharger,1000000,FlatFee,0.0,Commercial,
2307,NoCharger,1000000,FlatFee,0.0,Commercial,
2308,NoCharger,1000000,FlatFee,0.0,Commercial,
2309,NoCharger,1000000,FlatFee,0.0,Commercial,
2310,NoCharger,1000000,FlatFee,0.0,Commercial,
2311,NoCharger,1000000,FlatFee,0.0,Commercial,
2312,NoCharger,1000000,FlatFee,0.0,Commercial,
2313,NoCharger,1000000,FlatFee,0.0,Commercial,
2314,NoCharger,1000000,FlatFee,0.0,Commercial,
2315,NoCharger,1000000,FlatFee,0.0,Commercial,
2316,NoCharger,1000000,FlatFee,0.0,Commercial,
2317,NoCharger,1000000,FlatFee,0.0,Commercial,
2318,NoCharger,1000000,FlatFee,0.0,Commercial,
2319,NoCharger,1000000,FlatFee,0.0,Commercial,
2320,NoCharger,1000000,FlatFee,0.0,Commercial,
2321,NoCharger,1000000,FlatFee,0.0,Commercial,
2322,NoCharger,1000000,FlatFee,0.0,Commercial,
2323,NoCharger,1000000,FlatFee,0.0,Commercial,
2324,NoCharger,1000000,FlatFee,0.0,Commercial,
2325,NoCharger,1000000,FlatFee,0.0,Commercial,
2326,NoCharger,1000000,FlatFee,0.0,Commercial,
2327,NoCharger,1000000,FlatFee,0.0,Commercial,
2328,NoCharger,1000000,FlatFee,0.0,Commercial,
2329,NoCharger,1000000,FlatFee,0.0,Commercial,
2330,NoCharger,1000000,FlatFee,0.0,Commercial,
2331,NoCharger,1000000,FlatFee,0.0,Commercial,
2332,NoCharger,1000000,FlatFee,0.0,Commercial,
2333,NoCharger,1000000,FlatFee,0.0,Commercial,
2334,NoCharger,1000000,FlatFee,0.0,Commercial,
2335,NoCharger,1000000,FlatFee,0.0,Commercial,
2336,NoCharger,1000000,FlatFee,0.0,Commercial,
2337,NoCharger,1000000,FlatFee,0.0,Commercial,
2338,NoCharger,1000000,FlatFee,0.0,Commercial,
2339,NoCharger,1000000,FlatFee,0.0,Commercial,
2340,NoCharger,1000000,FlatFee,0.0,Commercial,
2341,NoCharger,1000000,FlatFee,0.0,Commercial,
2342,NoCharger,1000000,FlatFee,0.0,Commercial,
2343,NoCharger,1000000,FlatFee,0.0,Commercial,
2344,NoCharger,1000000,FlatFee,0.0,Commercial,
2345,NoCharger,1000000,FlatFee,0.0,Commercial,
2346,NoCharger,1000000,FlatFee,0.0,Commercial,
2347,NoCharger,1000000,FlatFee,0.0,Commercial,
2348,NoCharger,1000000,FlatFee,0.0,Commercial,
2349,NoCharger,1000000,FlatFee,0.0,Commercial,
2350,NoCharger,1000000,FlatFee,0.0,Commercial,
2351,NoCharger,1000000,FlatFee,0.0,Commercial,
2352,NoCharger,1000000,FlatFee,0.0,Commercial,
2353,NoCharger,1000000,FlatFee,0.0,Commercial,
2354,NoCharger,1000000,FlatFee,0.0,Commercial,
2355,NoCharger,1000000,FlatFee,0.0,Commercial,
2356,NoCharger,1000000,FlatFee,0.0,Commercial,
2357,NoCharger,1000000,FlatFee,0.0,Commercial,
2358,NoCharger,1000000,FlatFee,0.0,Commercial,
2359,NoCharger,1000000,FlatFee,0.0,Commercial,
2360,NoCharger,1000000,FlatFee,0.0,Commercial,
2361,NoCharger,1000000,FlatFee,0.0,Commercial,
2362,NoCharger,1000000,FlatFee,0.0,Commercial,
2363,NoCharger,1000000,FlatFee,0.0,Commercial,
2364,NoCharger,1000000,FlatFee,0.0,Commercial,
2365,NoCharger,1000000,FlatFee,0.0,Commercial,
2366,NoCharger,1000000,FlatFee,0.0,Commercial,
2367,NoCharger,1000000,FlatFee,0.0,Commercial,
2368,NoCharger,1000000,FlatFee,0.0,Commercial,
2369,NoCharger,1000000,FlatFee,0.0,Commercial,
2370,NoCharger,1000000,FlatFee,0.0,Commercial,
2371,NoCharger,1000000,FlatFee,0.0,Commercial,
2372,NoCharger,1000000,FlatFee,0.0,Commercial,
2373,NoCharger,1000000,FlatFee,0.0,Commercial,
2374,NoCharger,1000000,FlatFee,0.0,Commercial,
2375,NoCharger,1000000,FlatFee,0.0,Commercial,
2376,NoCharger,1000000,FlatFee,0.0,Commercial,
2377,NoCharger,1000000,FlatFee,0.0,Commercial,
2378,NoCharger,1000000,FlatFee,0.0,Commercial,
2379,NoCharger,1000000,FlatFee,0.0,Commercial,
2380,NoCharger,1000000,FlatFee,0.0,Commercial,
2381,NoCharger,1000000,FlatFee,0.0,Commercial,
2382,NoCharger,1000000,FlatFee,0.0,Commercial,
2383,NoCharger,1000000,FlatFee,0.0,Commercial,
2384,NoCharger,1000000,FlatFee,0.0,Commercial,
2385,NoCharger,1000000,FlatFee,0.0,Commercial,
2386,NoCharger,1000000,FlatFee,0.0,Commercial,
2387,NoCharger,1000000,FlatFee,0.0,Commercial,
2388,NoCharger,1000000,FlatFee,0.0,Commercial,
2389,NoCharger,1000000,FlatFee,0.0,Commercial,
2390,NoCharger,1000000,FlatFee,0.0,Commercial,
2391,NoCharger,1000000,FlatFee,0.0,Commercial,
2392,NoCharger,1000000,FlatFee,0.0,Commercial,
2393,NoCharger,1000000,FlatFee,0.0,Commercial,
2394,NoCharger,1000000,FlatFee,0.0,Commercial,
2395,NoCharger,1000000,FlatFee,0.0,Commercial,
2396,NoCharger,1000000,FlatFee,0.0,Commercial,
2397,NoCharger,1000000,FlatFee,0.0,Commercial,
2398,NoCharger,1000000,FlatFee,0.0,Commercial,
2399,NoCharger,1000000,FlatFee,0.0,Commercial,
2400,NoCharger,1000000,FlatFee,0.0,Commercial,
2401,NoCharger,1000000,FlatFee,0.0,Commercial,
2402,NoCharger,1000000,FlatFee,0.0,Commercial,
2403,NoCharger,1000000,FlatFee,0.0,Commercial,
2404,NoCharger,1000000,FlatFee,0.0,Commercial,
2405,NoCharger,1000000,FlatFee,0.0,Commercial,
2406,NoCharger,1000000,FlatFee,0.0,Commercial,
2407,NoCharger,1000000,FlatFee,0.0,Commercial,
2408,NoCharger,1000000,FlatFee,0.0,Commercial,
2409,NoCharger,1000000,FlatFee,0.0,Commercial,
2410,NoCharger,1000000,FlatFee,0.0,Commercial,
2411,NoCharger,1000000,FlatFee,0.0,Commercial,
2412,NoCharger,1000000,FlatFee,0.0,Commercial,
2413,NoCharger,1000000,FlatFee,0.0,Commercial,
2414,NoCharger,1000000,FlatFee,0.0,Commercial,
2415,NoCharger,1000000,FlatFee,0.0,Commercial,
2416,NoCharger,1000000,FlatFee,0.0,Commercial,
2417,NoCharger,1000000,FlatFee,0.0,Commercial,
2418,NoCharger,1000000,FlatFee,0.0,Commercial,
2419,NoCharger,1000000,FlatFee,0.0,Commercial,
2420,NoCharger,1000000,FlatFee,0.0,Commercial,
2421,NoCharger,1000000,FlatFee,0.0,Commercial,
2422,NoCharger,1000000,FlatFee,0.0,Commercial,
2423,NoCharger,1000000,FlatFee,0.0,Commercial,
2424,NoCharger,1000000,FlatFee,0.0,Commercial,
2425,NoCharger,1000000,FlatFee,0.0,Commercial,
2426,NoCharger,1000000,FlatFee,0.0,Commercial,
2427,NoCharger,1000000,FlatFee,0.0,Commercial,
2428,NoCharger,1000000,FlatFee,0.0,Commercial,
2429,NoCharger,1000000,FlatFee,0.0,Commercial,
2430,NoCharger,1000000,FlatFee,0.0,Commercial,
2431,NoCharger,1000000,FlatFee,0.0,Commercial,
2432,NoCharger,1000000,FlatFee,0.0,Commercial,
2433,NoCharger,1000000,FlatFee,0.0,Commercial,
2434,NoCharger,1000000,FlatFee,0.0,Commercial,
2435,NoCharger,1000000,FlatFee,0.0,Commercial,
2436,NoCharger,1000000,FlatFee,0.0,Commercial,
2437,NoCharger,1000000,FlatFee,0.0,Commercial,
2438,NoCharger,1000000,FlatFee,0.0,Commercial,
